"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","Metabolites","Compound.ID","Super.Class","Class","Sub.Class","KEGG","level","group"
"253.12013",2.79005098880011e-190,0.390095927113024,0.999,0.957,2.13996910840968e-187,"253.12013","8,12-Epoxy-4(15),7,11-eudesmatrien-1-one;
Curzerenone;
Furanodienone","HMDB0033235;
HMDB0036155;
HMDB0036768","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Prenol lipids;
Prenol lipids;
Prenol lipids","Sesquiterpenoids;
Monoterpenoids;
Sesquiterpenoids",";
C16943;
C16960","**","pos"
"142.94804",6.42918431143365e-26,0.387767245993564,0.491,0.415,4.93118436686961e-23,"142.94804",NA,NA,NA,NA,NA,NA,NA,"pos"
"257.06101",9.33788153238433e-168,0.381996288105871,0.992,0.939,7.16215513533878e-165,"257.06101","S-[1-[2-(Acetyloxy)ethyl]butyl] ethanethioate","HMDB0037764","Organic acids and derivatives","Thiocarboxylic acids and derivatives","Thioesters",NA,"**","pos"
"174.99202",3.34645702905487e-151,0.379854116294511,0.984,0.927,2.56673254128508e-148,"174.99202","Benzodioxaphosphorin","HMDB0249013","Benzenoids","Unclassified","Unclassified",NA,"*","pos"
"90.05541",3.03849626052308e-12,0.378693620373333,0.185,0.128,2.3305266318212e-09,"90.05541",NA,NA,NA,NA,NA,NA,NA,"pos"
"188.07663",3.12704165451861e-11,0.377968940515338,0.121,0.074,2.39844094901577e-08,"188.07663",NA,NA,NA,NA,NA,NA,NA,"pos"
"289.14113",6.01853192192403e-105,0.376756916688694,0.922,0.847,4.61621398411573e-102,"289.14113","Humulinic acid A;
Adhumulinic acid;
Blennin D;
Artemin;
4'-Dihydroabscisic acid","HMDB0030104;
HMDB0030137;
HMDB0031902;
HMDB0034696;
HMDB0039516","Organic acids and derivatives;
Organic oxygen compounds;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Vinylogous acids;
Organooxygen compounds;
Prenol lipids;
Prenol lipids;
Prenol lipids","Unclassified;
Carbonyl compounds;
Terpene lactones;
Terpene lactones;
Sesquiterpenoids",";
;
;
;
","*","pos"
"256.06606",7.0096450711994e-231,0.376331276907564,0.999,0.979,5.37639776960994e-228,"256.06606",NA,NA,NA,NA,NA,NA,NA,"pos"
"159.02787",1.11573618788392e-167,0.371422762619381,0.992,0.943,8.55769656106966e-165,"159.02787","Hypoxanthine","HMDB0000157","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","C00262","*","pos"
"191.05060",3.89225896168656e-43,0.370520869876825,0.642,0.58,2.98536262361359e-40,"191.05060","Anthraquinone","HMDB0248468","Benzenoids","Anthracenes","Anthraquinones","C16207","*","pos"
"596.26982",4.00949844192185e-219,0.370201431880576,0.999,0.968,3.07528530495406e-216,"596.26982",NA,NA,NA,NA,NA,NA,NA,"pos"
"187.03676",5.84241591293523e-89,0.369959588540201,0.878,0.798,4.48113300522132e-86,"187.03676","Mevalonic acid;
Glycerol 1-propanoate","HMDB0000227;
HMDB0031639","Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Glycerolipids","Fatty acids and conjugates;
Monoradylglycerols","C00418;
","*","pos"
"924.74810.1",1.90690378645231e-37,0.369083297099742,0.649,0.571,1.46259520420892e-34,"924.74810",NA,NA,NA,NA,NA,NA,NA,"pos"
"239.06804",7.35072365421597e-130,0.368630535771875,0.916,0.893,5.63800504278365e-127,"239.06804","cis-4-Decenedioic acid;
cis-5-Decenedioic acid;
5-Pentyltetrahydro-2-oxo-3-furancarboxylic acid;
alpha-Carboxy-delta-nonalactone;
(<U+FFFD>)-Camphoric acid;
(1R,2R,3S,1'R)-Nepetalinic acid","HMDB0000603;
HMDB0013227;
HMDB0030989;
HMDB0030990;
HMDB0034491;
HMDB0034971","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Organoheterocyclic compounds;
Organoheterocyclic compounds;
Organic acids and derivatives;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Lactones;
Lactones;
Carboxylic acids and derivatives;
Prenol lipids","Fatty acids and conjugates;
Fatty acids and conjugates;
Gamma butyrolactones;
Delta valerolactones;
Dicarboxylic acids and derivatives;
Monoterpenoids",";
;
;
;
;
","*","pos"
"104.07104",4.33832180013353e-210,0.367935966350601,0.991,0.97,3.32749282070242e-207,"104.07104","Dimethylglycine;
gamma-Aminobutyric acid;
L-alpha-Aminobutyric acid;
D-alpha-Aminobutyric acid;
2-Aminoisobutyric acid;
(S)-beta-Aminoisobutyric acid;
(R)-beta-Aminoisobutyric acid;
3-Aminoisobutanoic acid;
3-Aminobutanoic acid;
N-Ethylglycine","HMDB0000092;
HMDB0000112;
HMDB0000452;
HMDB0000650;
HMDB0001906;
HMDB0002166;
HMDB0002299;
HMDB0003911;
HMDB0031654;
HMDB0041945","Organic acids and derivatives;
Organic acids and derivatives;
Organic acids and derivatives;
Organic acids and derivatives;
Organic acids and derivatives;
Organic acids and derivatives;
Organic acids and derivatives;
Organic acids and derivatives;
Organic acids and derivatives;
Organic acids and derivatives","Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Carboxylic acids and derivatives","Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues","C01026;
C00334;
C02356;
C02261;
C03665;
C03284;
C01205;
C05145;
;
C11735","*","pos"
"327.19300",3.88323362446007e-15,0.36714502061808,0.394,0.345,2.97844018996088e-12,"327.19300","3alpha,16beta-Dihydroxyandrostenone;
16-Oxoandrostenediol;
3alpha,16alpha-Dihydroxyandrostenone;
16a-Hydroxydehydroisoandrosterone;
6beta-Hydroxytestosterone;
19-Hydroxytestosterone;
11beta-Hydroxytestosterone;
2beta-Hydroxytestosterone;
w Hydroxy testosterone;
11beta,17beta-Dihydroxy-4-androsten-3-one","HMDB0000309;
HMDB0000322;
HMDB0000324;
HMDB0000352;
HMDB0006259;
HMDB0006769;
HMDB0012533;
HMDB0012654;
HMDB0060089;
HMDB0060339","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Organoheterocyclic compounds;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Steroids and steroid derivatives;
Steroids and steroid derivatives;
Steroids and steroid derivatives;
Steroids and steroid derivatives;
Glycerolipids;
Indoles and derivatives;
Steroids and steroid derivatives;
Sphingolipids;
Steroids and steroid derivatives;
Steroids and steroid derivatives","Androstane steroids;
Androstane steroids;
Androstane steroids;
Androstane steroids;
Diradylglycerols;
Unclassified;
Androstane steroids;
Phosphosphingolipids;
Androstane steroids;
Androstane steroids",";
;
;
C05139;
;
C05579;
;
C00550;
C05294;
C18075","*","pos"
"217.08375",1.4668384526265e-53,0.363906257685099,0.727,0.65,1.12506509316452e-50,"217.08375","(R)-3-Hydroxy-5-phenylpentanoic acid;
2,5-Dimethoxy-4-(2-propenyl)phenol;
Butylparaben;
Zingerone;
2-Benzyl-5-hydroxymethyl-1,3-dioxolane;
3-Hydroxyphenyl-valeric acid","HMDB0031517;
HMDB0031984;
HMDB0032575;
HMDB0032590;
HMDB0041506;
HMDB0041666","Organic acids and derivatives;
Benzenoids;
Benzenoids;
Benzenoids;
Benzenoids;
Lipids and lipid-like molecules","Hydroxy acids and derivatives;
Phenols;
Benzene and substituted derivatives;
Phenols;
Benzene and substituted derivatives;
Fatty Acyls","Medium-chain hydroxy acids and derivatives;
Methoxyphenols;
Benzoic acids and derivatives;
Methoxyphenols;
Unclassified;
Fatty acids and conjugates",";
;
;
C17497;
;
","*","pos"
"209.09390",4.06175989144072e-08,0.363704448887611,0.156,0.115,3.11536983673503e-05,"209.09390","8-Methylnonenoate;
9-Decenoic acid;
Linalool oxide (trans-pyranoid);
Linalool oxide III;
4-Hydroxy-2,6-dimethyl-7-octen-3-one;
(S,E)-2,6-Dimethyl-5,7-octadiene-2,3-diol;
Cnidiol C;
Citronellic acid;
(E)-3-(Tetrahydro-5,5-dimethyl-2-furanyl)-2-buten-1-ol;
Linalyl oxide;
Lilac alcohol;
2,6-Dimethyl-3,7-octadiene-2,6-diol;
1-Cyclopropyl-4-methyl-1,3-cyclohexanediol;
trans-p-Menth-2-ene-1,4-diol;
(+)-6-Hydroxy-2,6-dimethyl-7-octen-4-one;
5-Decenoic acid;
6-Decenoic acid","HMDB0012183;
HMDB0031003;
HMDB0031440;
HMDB0031441;
HMDB0032119;
HMDB0035122;
HMDB0035365;
HMDB0035837;
HMDB0035839;
HMDB0035907;
HMDB0036099;
HMDB0036990;
HMDB0036992;
HMDB0037021;
HMDB0039149;
HMDB0039768;
HMDB0041012","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Organoheterocyclic compounds;
Organoheterocyclic compounds;
Organic oxygen compounds;
Lipids and lipid-like molecules;
Organoheterocyclic compounds;
Lipids and lipid-like molecules;
Organoheterocyclic compounds;
Organoheterocyclic compounds;
Organoheterocyclic compounds;
Organic oxygen compounds;
Organic oxygen compounds;
Lipids and lipid-like molecules;
Organic oxygen compounds;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Oxanes;
Oxanes;
Organooxygen compounds;
Fatty Acyls;
Oxanes;
Prenol lipids;
Tetrahydrofurans;
Tetrahydrofurans;
Tetrahydrofurans;
Organooxygen compounds;
Organooxygen compounds;
Prenol lipids;
Organooxygen compounds;
Fatty Acyls;
Fatty Acyls","Fatty acids and conjugates;
Fatty acids and conjugates;
Unclassified;
Unclassified;
Carbonyl compounds;
Fatty alcohols;
Unclassified;
Monoterpenoids;
Unclassified;
Unclassified;
Unclassified;
Alcohols and polyols;
Alcohols and polyols;
Monoterpenoids;
Carbonyl compounds;
Fatty acids and conjugates;
Fatty acids and conjugates","C18202;
;
;
;
;
;
;
C16462;
;
;
;
;
;
;
;
;
","*","pos"
"231.09927",4.10278367325967e-182,0.360602592453772,0.999,0.96,3.14683507739016e-179,"231.09927","Jasmine ketolactone;
(Z)-3-Oxo-2-(2-pentenyl)-1-cyclopenteneacetic acid;
5-Deoxydiplosporin","HMDB0030150;
HMDB0030197;
HMDB0030681","Organoheterocyclic compounds;
Organic oxygen compounds;
Organoheterocyclic compounds","Oxocins;
Organooxygen compounds;
Pyrans","Unclassified;
Carbonyl compounds;
Pyranones and derivatives",";
;
","**","pos"
"255.06291.1",0,0.357275454496945,1,1,0,"255.06291","Cassiachromone;
Dihydrocoriandrin;
(2S,3S,4S)-5,7,9,11-Tridecatetrayne-1,2,3,4-tetrol;
Salfredin B11;
Naphthoxylactic acid","HMDB0030813;
HMDB0033330;
HMDB0038911;
HMDB0041325;
HMDB0255452","Organoheterocyclic compounds;
Organoheterocyclic compounds;
Lipids and lipid-like molecules;
Organoheterocyclic compounds;
Benzenoids","Benzopyrans;
Benzopyrans;
Fatty Acyls;
Benzopyrans;
Naphthalenes","1-benzopyrans;
2-benzopyrans;
Fatty alcohols;
1-benzopyrans;
Unclassified",";
;
;
;
","**","pos"
"287.16173",3.10826867927305e-68,0.356416394201911,0.812,0.747,2.38404207700243e-65,"287.16173","12-Oxo-2,3-dinor-10,15-phytodienoic acid","HMDB0032090","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids",NA,"*","pos"
"595.26679",0,0.353160379979244,1,0.998,0,"595.26679","Cucurbitacin E","HMDB0250581","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cucurbitacins",NA,"*","pos"
"226.08382",5.4270045354036e-125,0.353109986844631,0.966,0.897,4.16251247865456e-122,"226.08382","3-Indolebutyric acid;
5-(2-Furanyl)-1,2,3,4,5,6-hexahydro-7H-cyclopenta[b]pyridin-7-one","HMDB0002096;
HMDB0039656","Organoheterocyclic compounds;
Organoheterocyclic compounds","Indoles and derivatives;
Pyridines and derivatives","Indoles;
Hydropyridines","C11284;
","**","pos"
"267.13557",2.52483613080236e-09,0.34907823148715,0.286,0.245,1.93654931232541e-06,"267.13557","11-Hydroxy-9-tridecenoic acid;
Menthone 1,2-glyceryl ketal;
Menthyl lactate;
Menthone 1,3-glyceryl ketal","HMDB0035881;
HMDB0036139;
HMDB0037212;
HMDB0040004","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Prenol lipids;
Prenol lipids;
Prenol lipids","Fatty acids and conjugates;
Monoterpenoids;
Monoterpenoids;
Monoterpenoids",";
;
;
","*","pos"
"277.11993",1.35588166560627e-10,0.344470200733496,0.324,0.282,1.03996123752001e-07,"277.11993","Isoeugenol benzyl ether;
Isoeugenyl benzyl ether","HMDB0032058;
HMDB0032349","Benzenoids;
Benzenoids","Phenol ethers;
Phenol ethers","Anisoles;
Anisoles",";
","*","pos"
"213.05236",2.05518210141211e-172,0.343216260581003,1,0.985,1.57632467178308e-169,"213.05236","Methyl (Z,Z)-10-hydroxy-2,8-decadiene-4,6-diynoate","HMDB0039359","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols",NA,"**","pos"
"597.26854",6.67616434992482e-10,0.343060152446499,0.302,0.261,5.12061805639234e-07,"597.26854",NA,NA,NA,NA,NA,NA,NA,"pos"
"199.03683",2.6761851420426e-61,0.341055449660827,0.842,0.766,2.05263400394667e-58,"199.03683","2-Chloro-DG","HMDB0245057","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA,"*","pos"
"427.06743",5.31200395891694e-07,0.340322868496973,0.122,0.086,0.000407430703648929,"427.06743","Eszopiclone;
Zopiclone","HMDB0014546;
HMDB0015329","Organoheterocyclic compounds;
Organoheterocyclic compounds","Pyrrolopyrazines;
Thienothiazines","Cyclopyrrolones;
Unclassified",";
","*","pos"
"291.13569",1.95149762780581e-07,0.339880808193652,0.191,0.151,0.000149679868052705,"291.13569","1-Hydroxyepiacorone;
Acorusdiol;
Apotrichodiol;
6alpha-Carissanol;
alpha-Carissanol;
Epioxylubimin;
Dihydromyoporone;
Piperalol;
Zedoarondiol;
Hydroxypelenolide;
Toxin FS2;
Bisacurone B;
2,3-Dihydroabscisic alcohol","HMDB0030918;
HMDB0030919;
HMDB0034574;
HMDB0035309;
HMDB0035597;
HMDB0035613;
HMDB0035729;
HMDB0035767;
HMDB0036448;
HMDB0036663;
HMDB0037063;
HMDB0038502;
HMDB0040685","Organic oxygen compounds;
Lipids and lipid-like molecules;
Organoheterocyclic compounds;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Organic oxygen compounds;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Organic oxygen compounds;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Organooxygen compounds;
Prenol lipids;
Tetrahydrofurans;
Prenol lipids;
Prenol lipids;
Prenol lipids;
Fatty Acyls;
Organooxygen compounds;
Prenol lipids;
Prenol lipids;
Organooxygen compounds;
Prenol lipids;
Prenol lipids","Carbonyl compounds;
Sesquiterpenoids;
Unclassified;
Sesquiterpenoids;
Sesquiterpenoids;
Sesquiterpenoids;
Fatty alcohols;
Alcohols and polyols;
Sesquiterpenoids;
Terpene lactones;
Alcohols and polyols;
Sesquiterpenoids;
Sesquiterpenoids",";
;
;
;
;
;
;
;
;
;
;
;
","*","pos"
"259.09409",3.58538746196322e-34,0.332811006592655,0.645,0.589,2.74999218332579e-31,"259.09409","Carboxy-ibuprofen","HMDB0060564","Phenylpropanoids and polyketides","Phenylpropanoic acids","Unclassified",NA,"*","pos"
"269.07855",9.56555007263943e-08,0.329704506991508,0.137,0.097,7.33677690571444e-05,"269.07855","DHAP(6:0)","HMDB0011679","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,"*","pos"
"559.09311",6.97446835257149e-11,0.329222931505315,0.364,0.329,5.34941722642233e-08,"559.09311","Cyclic ADP-ribose","HMDB0249529","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA,"*","pos"
"382.22233.1",3.04112224429474e-10,0.3291557868013,0.313,0.27,2.33254076137406e-07,"382.22233","Gibberellin A123","HMDB0036944","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids",NA,"*","pos"
"189.05256.1",0,0.327480628369847,1,1,0,"189.05256","Ethyl vanillin;
Ethyl salicylate;
3,4-Dihydroxyphenylacetone;
Ethylparaben","HMDB0029665;
HMDB0029817;
HMDB0031132;
HMDB0032573","Organic oxygen compounds;
Benzenoids;
Benzenoids;
Benzenoids","Organooxygen compounds;
Benzene and substituted derivatives;
Benzene and substituted derivatives;
Benzene and substituted derivatives","Carbonyl compounds;
Benzoic acids and derivatives;
Phenylpropanes;
Benzoic acids and derivatives",";
;
;
","**","pos"
"706.13236",1.32044417068578e-75,0.327237803364766,0.882,0.824,1.01278067891599e-72,"706.13236",NA,NA,NA,NA,NA,NA,NA,"pos"
"707.13042",5.63462748539175e-50,0.324404225396798,0.765,0.708,4.32175928129548e-47,"707.13042",NA,NA,NA,NA,NA,NA,NA,"pos"
"483.07572",6.4270720021454e-07,0.323157832264066,0.212,0.174,0.000492956422564553,"483.07572",NA,NA,NA,NA,NA,NA,NA,"pos"
"759.57189.2",3.11501601014872e-14,0.32281028084211,0.467,0.406,2.38921727978407e-11,"759.57189","DG(21:0/PGF2alpha/0:0);
DG(PGF2alpha/21:0/0:0);
DG(21:0/0:0/PGF2alpha);
DG(PGF2alpha/0:0/21:0);
DG(21:0/PGE1/0:0);
DG(PGE1/21:0/0:0);
DG(21:0/0:0/PGE1);
DG(PGE1/0:0/21:0);
DG(21:0/PGD1/0:0);
DG(PGD1/21:0/0:0);
DG(21:0/0:0/PGD1);
DG(PGD1/0:0/21:0);
DG(a-21:0/PGF2alpha/0:0);
DG(PGF2alpha/a-21:0/0:0);
DG(a-21:0/0:0/PGF2alpha);
DG(PGF2alpha/0:0/a-21:0);
DG(a-21:0/PGE1/0:0);
DG(PGE1/a-21:0/0:0);
DG(a-21:0/0:0/PGE1);
DG(PGE1/0:0/a-21:0);
DG(a-21:0/PGD1/0:0);
DG(PGD1/a-21:0/0:0);
DG(a-21:0/0:0/PGD1);
DG(PGD1/0:0/a-21:0);
DG(i-21:0/PGF2alpha/0:0);
DG(PGF2alpha/i-21:0/0:0);
DG(i-21:0/0:0/PGF2alpha);
DG(PGF2alpha/0:0/i-21:0);
DG(i-21:0/PGE1/0:0);
DG(PGE1/i-21:0/0:0);
DG(i-21:0/0:0/PGE1);
DG(PGE1/0:0/i-21:0);
DG(i-21:0/PGD1/0:0);
DG(PGD1/i-21:0/0:0);
DG(i-21:0/0:0/PGD1);
DG(PGD1/0:0/i-21:0)","HMDB0296499;
HMDB0296500;
HMDB0296501;
HMDB0296502;
HMDB0296623;
HMDB0296624;
HMDB0296625;
HMDB0296626;
HMDB0296627;
HMDB0296628;
HMDB0296629;
HMDB0296630;
HMDB0297954;
HMDB0297955;
HMDB0297956;
HMDB0297957;
HMDB0298078;
HMDB0298079;
HMDB0298080;
HMDB0298081;
HMDB0298082;
HMDB0298083;
HMDB0298084;
HMDB0298085;
HMDB0300238;
HMDB0300239;
HMDB0300240;
HMDB0300241;
HMDB0300362;
HMDB0300363;
HMDB0300364;
HMDB0300365;
HMDB0300366;
HMDB0300367;
HMDB0300368;
HMDB0300369","Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified","Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified","Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified",";
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
","*","pos"
"203.06792",1.94777105450543e-147,0.318716282773523,0.997,0.965,1.49394039880567e-144,"203.06792","4-Hydroxy-2,6,6-trimethyl-3-oxo-1,4-cyclohexadiene-1-carboxaldehyde","HMDB0037602","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,"*","pos"
"218.05051",5.45006291571209e-08,0.318644791813362,0.103,0.066,4.18019825635118e-05,"218.05051",NA,NA,NA,NA,NA,NA,NA,"pos"
"925.75710.1",4.94671278522329e-14,0.316991555952745,0.435,0.393,3.79412870626626e-11,"925.75710",NA,NA,NA,NA,NA,NA,NA,"pos"
"780.55080.2",8.34485224272918e-69,0.313618162447145,0.991,0.895,6.40050167017328e-66,"780.55080","PC(34:2)","HMDB0007880","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","C00157","**","pos"
"192.02431",6.39255106440862e-75,0.310857751459058,0.915,0.848,4.90308666640141e-72,"192.02431","Monosodium glutamate","HMDB0303331","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,"*","pos"
"632.11383",2.82087339581595e-71,0.305228736753953,0.895,0.845,2.16360989459083e-68,"632.11383",NA,NA,NA,NA,NA,NA,NA,"pos"
"127.02700",6.63008747250584e-06,0.304400058034082,0.152,0.119,0.00508527709141198,"127.02700","Dimethylurea","HMDB0029198","Organic acids and derivatives","Organic carbonic acids and derivatives","Ureas","C16364","*","pos"
"195.07822",6.9301860853109e-07,0.303434806091345,0.11,0.076,0.000531545272743346,"195.07822","2,4-Nonanedione;
2-Nonenoic acid;
Hept-trans-2-en-1-yl acetate;
2-Hydroxy-2,6,6-trimethylcyclohexanone;
(E)-2-Ethyl heptenoate","HMDB0031263;
HMDB0031271;
HMDB0032307;
HMDB0037023;
HMDB0059840","Organic oxygen compounds;
Lipids and lipid-like molecules;
Organic acids and derivatives;
Organic oxygen compounds;
Lipids and lipid-like molecules","Organooxygen compounds;
Fatty Acyls;
Carboxylic acids and derivatives;
Organooxygen compounds;
Fatty Acyls","Carbonyl compounds;
Fatty acids and conjugates;
Carboxylic acid derivatives;
Carbonyl compounds;
Fatty acid esters",";
;
;
;
","*","pos"
"558.09510",2.01191850156522e-27,0.303395647012927,0.611,0.574,1.54314149070052e-24,"558.09510","N-[[(2S,3S,4R,5R)-3,4-Dihydroxy-5-[6-[(3-iodophenyl)methylamino]purin-9-yl]oxolan-2-yl]-hydroxymethyl]-N-methylformamide","HMDB0258052","Nucleosides, nucleotides, and analogues","Purine nucleosides","Unclassified",NA,"*","pos"
"229.11991",3.05272462227332e-22,0.298546335931778,0.572,0.533,2.34143978528364e-19,"229.11991","Eremopetasinorone A;
Methyl 4-tert-butylphenylacetate;
10beta-12,13-Dinor-8-oxo-6-eremophilen-11-al","HMDB0029669;
HMDB0036240;
HMDB0037604","Organic oxygen compounds;
Benzenoids;
Organic oxygen compounds","Organooxygen compounds;
Benzene and substituted derivatives;
Organooxygen compounds","Carbonyl compounds;
Phenylpropanes;
Carbonyl compounds",";
;
","**","pos"
"781.55409.2",8.59373735011276e-33,0.2980524861356,0.805,0.698,6.59139654753648e-30,"781.55409",NA,NA,NA,NA,NA,NA,NA,"pos"
"557.09452",1.41619099790146e-119,0.295140020422725,0.989,0.951,1.08621849539042e-116,"557.09452","Rocepafant","HMDB0257286","Organoheterocyclic compounds","Thienodiazepines","Unclassified",NA,"**","pos"
"705.13184",2.50484444257051e-115,0.292140542691981,0.993,0.96,1.92121568745158e-112,"705.13184",NA,NA,NA,NA,NA,NA,NA,"pos"
"132.07697.1",3.17092430253953e-46,0.289954762187289,0.763,0.7,2.43209894004782e-43,"132.07697","Dihydrouracil;
N-Methylhydantoin","HMDB0000076;
HMDB0003646","Organoheterocyclic compounds;
Organoheterocyclic compounds","Diazines;
Azolines","Pyrimidines and pyrimidine derivatives;
Imidazolines","C00429;
C02565","**","pos"
"779.15034",1.09916249549189e-11,0.289778605638594,0.418,0.382,8.4305763404228e-09,"779.15034",NA,NA,NA,NA,NA,NA,NA,"pos"
"248.14922.1",4.75079390646497e-129,0.281831566517632,0.979,0.966,3.64385892625864e-126,"248.14922","(R)-3-hydroxybutyrylcarnitine","HMDB0062735","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters",NA,"**","pos"
"417.24003.1",1.58207845708202e-08,0.281108103801474,0.361,0.319,1.21345417658191e-05,"417.24003","Stanolone benzoate","HMDB0258482","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid esters",NA,"*","pos"
"231.06294",5.22467870097916e-11,0.2791004404122,0.408,0.379,4.00732856365101e-08,"231.06294","(5S,6R)-Methyl 5,6,7-trihydroxyheptanoate","HMDB0247393","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols",NA,"*","pos"
"631.11311",1.723751354712e-110,0.278572686156666,0.999,0.973,1.3221172890641e-107,"631.11311",NA,NA,NA,NA,NA,NA,NA,"pos"
"152.04718",7.5920313427563e-06,0.278568024364846,0.133,0.1,0.00582308803989409,"152.04718","2,5-Dihydro-2,4,5-trimethyloxazole;
1-Piperidinecarboxaldehyde","HMDB0031199;
HMDB0031702","Organoheterocyclic compounds;
Organoheterocyclic compounds","Azolines;
Piperidines","Oxazolines;
Unclassified",";
","*","pos"
"114.06635",3.52502786521894e-39,0.265526378155551,0.741,0.711,2.70369637262293e-36,"114.06635","Creatinine","HMDB0000562","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","C00791","*","pos"
"782.56624.2",1.5154148239434e-34,0.259764021187269,0.938,0.827,1.16232316996459e-31,"782.56624","PC(34:1)","HMDB0007879","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","C00157","**","pos"
