	proteomics	transcriptome	color	pathway
gobp_ubiquinone_metabolic_process	1.654914007	2.718909644	others	gobp_ubiquinone_metabolic_process
gobp_ubiquitin_dependent_endocytosis	0.545423573	0.817845801	others	gobp_ubiquitin_dependent_endocytosis
gobp_ubiquitin_dependent_erad_pathway	2.790647495	1.532741456	others	gobp_ubiquitin_dependent_erad_pathway
gobp_ubiquitin_dependent_glycoprotein_erad_pathway	1.238501493	2.415422465	others	gobp_ubiquitin_dependent_glycoprotein_erad_pathway
gobp_ubiquitin_dependent_protein_catabolic_process_via_the_multivesicular_body_sorting_pathway	1.360531107	-0.129185408	others	gobp_ubiquitin_dependent_protein_catabolic_process_via_the_multivesicular_body_sorting_pathway
gobp_ubiquitin_dependent_smad_protein_catabolic_process	-5.743875594	-7.046046568	others	gobp_ubiquitin_dependent_smad_protein_catabolic_process
gobp_ubiquitin_independent_protein_catabolic_process_via_the_multivesicular_body_sorting_pathway	3.512756723	1.433429851	others	gobp_ubiquitin_independent_protein_catabolic_process_via_the_multivesicular_body_sorting_pathway
gobp_ubiquitin_recycling	-0.101112547	0.479111902	others	gobp_ubiquitin_recycling
gobp_udp_glucose_metabolic_process	0.569347134	0.7556139	others	gobp_udp_glucose_metabolic_process
gobp_udp_n_acetylglucosamine_biosynthetic_process	1.500537503	0.520204762	others	gobp_udp_n_acetylglucosamine_biosynthetic_process
gobp_udp_n_acetylglucosamine_metabolic_process	2.564746139	0.922620608	others	gobp_udp_n_acetylglucosamine_metabolic_process
gobp_udp_n_acetylglucosamine_transmembrane_transport	0.881239174	1.948915401	others	gobp_udp_n_acetylglucosamine_transmembrane_transport
gobp_ump_biosynthetic_process	1.310767957	0.340838908	others	gobp_ump_biosynthetic_process
gobp_ump_catabolic_process	-1.274531474	1.569612894	others	gobp_ump_catabolic_process
gobp_unsaturated_fatty_acid_biosynthetic_process	1.341145541	-0.318522387	others	gobp_unsaturated_fatty_acid_biosynthetic_process
gobp_unsaturated_fatty_acid_metabolic_process	0.986373413	1.559622749	others	gobp_unsaturated_fatty_acid_metabolic_process
gobp_urate_metabolic_process	-1.294306181	-0.933919298	others	gobp_urate_metabolic_process
gobp_urate_transport	-2.090042802	-0.601235232	others	gobp_urate_transport
gobp_urea_cycle	-1.906477742	-0.097177922	others	gobp_urea_cycle
gobp_urea_metabolic_process	-1.906477742	1.471586796	others	gobp_urea_metabolic_process
gobp_urea_transmembrane_transport	-2.309545889	-1.391957451	others	gobp_urea_transmembrane_transport
gobp_urea_transport	-0.30068829	-1.255324395	others	gobp_urea_transport
gobp_ureter_development	-0.666969589	-3.907686964	others	gobp_ureter_development
gobp_ureteric_bud_elongation	-1.703595551	-2.793653138	others	gobp_ureteric_bud_elongation
gobp_urinary_bladder_smooth_muscle_contraction	0.423979218	-1.062975474	others	gobp_urinary_bladder_smooth_muscle_contraction
gobp_urinary_tract_smooth_muscle_contraction	0.423979218	-6.457660536	others	gobp_urinary_tract_smooth_muscle_contraction
gobp_urogenital_system_development	-4.445639751	-8.499271091	others	gobp_urogenital_system_development
gobp_uronic_acid_metabolic_process	0.178984795	0.952932345	others	gobp_uronic_acid_metabolic_process
gobp_uterine_smooth_muscle_contraction	-0.430692327	-2.055086872	others	gobp_uterine_smooth_muscle_contraction
gobp_uterus_development	-1.203547125	-1.397503213	others	gobp_uterus_development
gobp_uterus_morphogenesis	-0.021795646	-1.640237914	others	gobp_uterus_morphogenesis
gobp_utp_biosynthetic_process	1.304776104	2.744423306	others	gobp_utp_biosynthetic_process
gobp_utp_metabolic_process	0.846671238	2.771632613	others	gobp_utp_metabolic_process
gobp_uv_damage_excision_repair	0.018447972	1.36370985	others	gobp_uv_damage_excision_repair
gobp_uv_protection	-0.917166795	-1.128613833	others	gobp_uv_protection
gobp_v_d_j_recombination	-2.341573299	3.127748685	others	gobp_v_d_j_recombination
gobp_vacuolar_acidification	2.98207138	3.567692905	others	gobp_vacuolar_acidification
gobp_vacuolar_localization	3.16579288	2.39030667	others	gobp_vacuolar_localization
gobp_vacuolar_proton_transporting_v_type_atpase_complex_assembly	2.619995731	0.620182351	others	gobp_vacuolar_proton_transporting_v_type_atpase_complex_assembly
gobp_vacuolar_transport	0.793844939	0.340101448	others	gobp_vacuolar_transport
gobp_vacuole_organization	2.091905446	2.411290995	others	gobp_vacuole_organization
gobp_vagina_development	1.11028782	0.656049181	others	gobp_vagina_development
gobp_valine_metabolic_process	-0.913704947	-1.49513288	others	gobp_valine_metabolic_process
gobp_vascular_associated_smooth_muscle_cell_apoptotic_process	1.765282387	0.049301423	others	gobp_vascular_associated_smooth_muscle_cell_apoptotic_process
gobp_vascular_associated_smooth_muscle_cell_development	-3.301134968	-8.808052853	others	gobp_vascular_associated_smooth_muscle_cell_development
gobp_vascular_associated_smooth_muscle_cell_differentiation	-2.975137065	-8.789905948	others	gobp_vascular_associated_smooth_muscle_cell_differentiation
gobp_vascular_associated_smooth_muscle_cell_migration	-3.908058788	-5.822044999	others	gobp_vascular_associated_smooth_muscle_cell_migration
gobp_vascular_associated_smooth_muscle_cell_proliferation	-3.56311265	-5.986842738	others	gobp_vascular_associated_smooth_muscle_cell_proliferation
gobp_vascular_associated_smooth_muscle_contraction	-0.673087563	-3.220678163	others	gobp_vascular_associated_smooth_muscle_contraction
gobp_vascular_endothelial_cell_proliferation	-3.127460857	-5.251161664	others	gobp_vascular_endothelial_cell_proliferation
gobp_vascular_endothelial_growth_factor_production	-1.472482837	-2.319739346	others	gobp_vascular_endothelial_growth_factor_production
gobp_vascular_endothelial_growth_factor_receptor_2_signaling_pathway	-3.844238238	-5.938669331	others	gobp_vascular_endothelial_growth_factor_receptor_2_signaling_pathway
gobp_vascular_endothelial_growth_factor_receptor_signaling_pathway	-3.943694441	-6.181530838	others	gobp_vascular_endothelial_growth_factor_receptor_signaling_pathway
gobp_vascular_endothelial_growth_factor_signaling_pathway	-3.224305747	-8.265792261	others	gobp_vascular_endothelial_growth_factor_signaling_pathway
gobp_vascular_process_in_circulatory_system	-5.272253529	-7.000072505	others	gobp_vascular_process_in_circulatory_system
gobp_vascular_transport	-2.081145758	-3.837352762	others	gobp_vascular_transport
gobp_vascular_wound_healing	-2.964270056	-2.71445225	others	gobp_vascular_wound_healing
gobp_vasculature_development	-3.612731867	-7.467487926	others	gobp_vasculature_development
gobp_vasculogenesis	-4.092371279	-9.983370043	others	gobp_vasculogenesis
gobp_vasculogenesis_involved_in_coronary_vascular_morphogenesis	-1.134939416	-7.619825891	others	gobp_vasculogenesis_involved_in_coronary_vascular_morphogenesis
gobp_vasoconstriction	-2.865551853	-5.377786866	others	gobp_vasoconstriction
gobp_vasodilation	-4.38447293	-5.168928888	others	gobp_vasodilation
gobp_venous_blood_vessel_development	-2.664526309	-8.034347762	others	gobp_venous_blood_vessel_development
gobp_venous_blood_vessel_morphogenesis	-2.987813854	-6.438593517	others	gobp_venous_blood_vessel_morphogenesis
gobp_ventral_spinal_cord_development	1.562190122	-4.560497115	others	gobp_ventral_spinal_cord_development
gobp_ventricular_cardiac_muscle_cell_action_potential	-1.14148624	-4.324694698	others	gobp_ventricular_cardiac_muscle_cell_action_potential
gobp_ventricular_cardiac_muscle_cell_development	-2.47426953	-3.126579608	others	gobp_ventricular_cardiac_muscle_cell_development
gobp_ventricular_cardiac_muscle_cell_differentiation	-2.47426953	-6.678873938	others	gobp_ventricular_cardiac_muscle_cell_differentiation
gobp_ventricular_cardiac_muscle_cell_membrane_repolarization	-1.286450292	-6.90090441	others	gobp_ventricular_cardiac_muscle_cell_membrane_repolarization
gobp_ventricular_cardiac_muscle_tissue_development	-2.614677139	-8.430848781	others	gobp_ventricular_cardiac_muscle_tissue_development
gobp_ventricular_cardiac_muscle_tissue_morphogenesis	-2.733548889	-8.329113662	others	gobp_ventricular_cardiac_muscle_tissue_morphogenesis
gobp_ventricular_compact_myocardium_morphogenesis	0.638855053	-3.330535584	others	gobp_ventricular_compact_myocardium_morphogenesis
gobp_ventricular_septum_development	-1.203849579	-9.525645577	others	gobp_ventricular_septum_development
gobp_ventricular_septum_morphogenesis	-1.472512615	-9.868158818	others	gobp_ventricular_septum_morphogenesis
gobp_ventricular_system_development	-1.492664718	0.397743091	others	gobp_ventricular_system_development
gobp_ventricular_trabecula_myocardium_morphogenesis	-2.597092299	-6.209415419	others	gobp_ventricular_trabecula_myocardium_morphogenesis
gobp_very_long_chain_fatty_acid_catabolic_process	1.429325884	0.061055997	others	gobp_very_long_chain_fatty_acid_catabolic_process
gobp_very_long_chain_fatty_acid_metabolic_process	-0.025172295	1.825093653	others	gobp_very_long_chain_fatty_acid_metabolic_process
gobp_very_low_density_lipoprotein_particle_assembly	1.319598243	4.553477649	others	gobp_very_low_density_lipoprotein_particle_assembly
gobp_very_low_density_lipoprotein_particle_clearance	-0.814599351	5.03799402	others	gobp_very_low_density_lipoprotein_particle_clearance
gobp_vesicle_budding_from_membrane	2.602423503	1.785502824	others	gobp_vesicle_budding_from_membrane
gobp_vesicle_cargo_loading	2.112223395	0.352000223	others	gobp_vesicle_cargo_loading
gobp_vesicle_cytoskeletal_trafficking	-1.36865278	1.303013952	others	gobp_vesicle_cytoskeletal_trafficking
gobp_vesicle_docking	1.696963354	2.402353022	others	gobp_vesicle_docking
gobp_vesicle_docking_involved_in_exocytosis	0.210096649	0.218976119	others	gobp_vesicle_docking_involved_in_exocytosis
gobp_vesicle_fusion_to_plasma_membrane	1.045893275	0.794623807	others	gobp_vesicle_fusion_to_plasma_membrane
gobp_vesicle_fusion_with_golgi_apparatus	3.196097099	1.714015751	others	gobp_vesicle_fusion_with_golgi_apparatus
gobp_vesicle_localization	1.479004908	1.710785463	others	gobp_vesicle_localization
gobp_vesicle_mediated_cholesterol_transport	-0.580441164	-0.903837044	others	gobp_vesicle_mediated_cholesterol_transport
gobp_vesicle_mediated_transport	1.56795274	0.867792839	others	gobp_vesicle_mediated_transport
gobp_vesicle_mediated_transport_between_endosomal_compartments	-0.21991802	-2.047937245	others	gobp_vesicle_mediated_transport_between_endosomal_compartments
gobp_vesicle_mediated_transport_in_synapse	0.146905483	-5.950939297	others	gobp_vesicle_mediated_transport_in_synapse
gobp_vesicle_mediated_transport_to_the_plasma_membrane	-1.451374339	-0.3436859	others	gobp_vesicle_mediated_transport_to_the_plasma_membrane
gobp_vesicle_organization	2.191605785	2.533972923	others	gobp_vesicle_organization
gobp_vesicle_targeting	2.348790687	1.701462656	others	gobp_vesicle_targeting
gobp_vesicle_targeting_rough_er_to_cis_golgi	2.252006498	1.889898303	others	gobp_vesicle_targeting_rough_er_to_cis_golgi
gobp_vesicle_targeting_to_from_or_within_golgi	2.786706728	2.052789791	others	gobp_vesicle_targeting_to_from_or_within_golgi
gobp_vesicle_tethering	2.896717186	1.196734641	others	gobp_vesicle_tethering
gobp_vesicle_tethering_to_golgi	2.005339103	1.274530495	others	gobp_vesicle_tethering_to_golgi
gobp_vesicle_transport_along_microtubule	0.138048014	0.46134924	others	gobp_vesicle_transport_along_microtubule
gobp_vesicle_uncoating	0.902428507	-1.592146727	others	gobp_vesicle_uncoating
gobp_vestibulocochlear_nerve_development	1.344510382	-5.275800658	others	gobp_vestibulocochlear_nerve_development
gobp_vestibulocochlear_nerve_formation	1.344510382	-3.573065951	others	gobp_vestibulocochlear_nerve_formation
gobp_vestibulocochlear_nerve_morphogenesis	1.344510382	-4.659195101	others	gobp_vestibulocochlear_nerve_morphogenesis
gobp_viral_budding	1.395619941	0.172558043	others	gobp_viral_budding
gobp_viral_gene_expression	1.448310658	1.291046419	others	gobp_viral_gene_expression
gobp_viral_genome_replication	2.058735131	4.188141169	others	gobp_viral_genome_replication
gobp_viral_life_cycle	1.567534814	2.149075058	others	gobp_viral_life_cycle
gobp_viral_process	1.74204396	2.113828362	others	gobp_viral_process
gobp_viral_protein_processing	1.489700634	-0.454774791	others	gobp_viral_protein_processing
gobp_viral_release_from_host_cell	1.836587044	0.63535102	others	gobp_viral_release_from_host_cell
gobp_viral_rna_genome_replication	1.459193618	6.36197514	others	gobp_viral_rna_genome_replication
gobp_viral_transcription	0.288201487	1.702198707	others	gobp_viral_transcription
gobp_viral_translation	1.844805573	2.150908937	others	gobp_viral_translation
gobp_viral_translational_termination_reinitiation	1.832115812	0.362678181	others	gobp_viral_translational_termination_reinitiation
gobp_virion_assembly	1.548819335	0.979168183	others	gobp_virion_assembly
gobp_virion_attachment_to_host_cell	1.481313173	-3.588993735	others	gobp_virion_attachment_to_host_cell
gobp_visual_behavior	-2.145952889	-4.990342875	others	gobp_visual_behavior
gobp_vitamin_a_metabolic_process	-2.717403489	-0.081814943	others	gobp_vitamin_a_metabolic_process
gobp_vitamin_b6_metabolic_process	-0.135846363	0.564245987	others	gobp_vitamin_b6_metabolic_process
gobp_vitamin_biosynthetic_process	0.398412961	3.223568447	others	gobp_vitamin_biosynthetic_process
gobp_vitamin_catabolic_process	-1.450519368	2.958902337	others	gobp_vitamin_catabolic_process
gobp_vitamin_d_biosynthetic_process	-1.751854545	-1.889467094	others	gobp_vitamin_d_biosynthetic_process
gobp_vitamin_d_metabolic_process	-1.431937493	0.479730212	others	gobp_vitamin_d_metabolic_process
gobp_vitamin_d_receptor_signaling_pathway	-4.129700752	-3.884909741	others	gobp_vitamin_d_receptor_signaling_pathway
gobp_vitamin_d3_metabolic_process	-0.248060515	0.491472692	others	gobp_vitamin_d3_metabolic_process
gobp_vitamin_k_metabolic_process	-0.783361704	3.478527001	others	gobp_vitamin_k_metabolic_process
gobp_vitamin_metabolic_process	-1.184800506	3.374268021	others	gobp_vitamin_metabolic_process
gobp_vitamin_transmembrane_transport	-1.371141815	1.059475106	others	gobp_vitamin_transmembrane_transport
gobp_vitamin_transport	-2.467852085	-0.848694999	others	gobp_vitamin_transport
gobp_vocalization_behavior	-3.607562746	-5.625852478	others	gobp_vocalization_behavior
gobp_voluntary_musculoskeletal_movement	-1.898327696	-3.992896978	others	gobp_voluntary_musculoskeletal_movement
gobp_voluntary_skeletal_muscle_contraction	-1.249300333	-1.776683652	others	gobp_voluntary_skeletal_muscle_contraction
gobp_walking_behavior	-0.513829281	1.956416367	others	gobp_walking_behavior
gobp_water_homeostasis	-1.099696786	-1.129187164	others	gobp_water_homeostasis
gobp_water_soluble_vitamin_biosynthetic_process	0.839883221	4.580709729	others	gobp_water_soluble_vitamin_biosynthetic_process
gobp_water_soluble_vitamin_metabolic_process	-0.823896362	3.083462915	others	gobp_water_soluble_vitamin_metabolic_process
gobp_water_transport	-2.867166726	-4.116293105	others	gobp_water_transport
gobp_white_fat_cell_differentiation	-2.613672087	-4.057046553	others	gobp_white_fat_cell_differentiation
gobp_wnt_protein_secretion	-2.99840361	-4.493012403	others	gobp_wnt_protein_secretion
gobp_wnt_signaling_pathway_calcium_modulating_pathway	-1.707981986	-1.902493275	others	gobp_wnt_signaling_pathway_calcium_modulating_pathway
gobp_wnt_signaling_pathway_involved_in_heart_development	0.188822374	-2.765221497	others	gobp_wnt_signaling_pathway_involved_in_heart_development
gobp_wnt_signaling_pathway_involved_in_midbrain_dopaminergic_neuron_differentiation	-0.246957926	-4.621798455	others	gobp_wnt_signaling_pathway_involved_in_midbrain_dopaminergic_neuron_differentiation
gobp_wound_healing	-2.567589273	-2.458959717	others	gobp_wound_healing
gobp_wound_healing_involved_in_inflammatory_response	-1.669206296	-1.753449497	others	gobp_wound_healing_involved_in_inflammatory_response
gobp_wound_healing_spreading_of_epidermal_cells	-3.737063023	-7.494756845	others	gobp_wound_healing_spreading_of_epidermal_cells
gobp_xenobiotic_catabolic_process	-2.382908601	2.180369235	others	gobp_xenobiotic_catabolic_process
gobp_xenobiotic_export	1.648180574	1.862820729	others	gobp_xenobiotic_export
gobp_xenobiotic_glucuronidation	0.154222686	0.78268314	others	gobp_xenobiotic_glucuronidation
gobp_xenobiotic_metabolic_process	-0.715709232	0.552021542	others	gobp_xenobiotic_metabolic_process
gobp_xenobiotic_transmembrane_transport	1.195684622	-0.281312124	others	gobp_xenobiotic_transmembrane_transport
gobp_xenobiotic_transport	0.204532106	0.460605844	others	gobp_xenobiotic_transport
gobp_xenobiotic_transport_across_blood_brain_barrier	-0.789867462	1.287496413	others	gobp_xenobiotic_transport_across_blood_brain_barrier
gobp_xenophagy	0.435412161	2.862849966	others	gobp_xenophagy
gobp_xmp_metabolic_process	0.59290877	1.612543125	others	gobp_xmp_metabolic_process
gobp_zinc_ion_homeostasis	-0.252604293	2.095464902	others	gobp_zinc_ion_homeostasis
gobp_zinc_ion_import_across_plasma_membrane	0.576147226	0.940993762	others	gobp_zinc_ion_import_across_plasma_membrane
gobp_zinc_ion_transport	2.179536843	1.622179891	others	gobp_zinc_ion_transport
gobp_zygotic_determination_of_anterior_posterior_axis_embryo	-0.036376446	0.991916756	others	gobp_zygotic_determination_of_anterior_posterior_axis_embryo
gobp_zymogen_activation	-1.279442741	2.938180122	others	gobp_zymogen_activation
gobp_zymogen_inhibition	0.096825354	4.127603853	others	gobp_zymogen_inhibition
kegg_abc_transporters	0.621046617	1.950253251	others	kegg_abc_transporters
kegg_acute_myeloid_leukemia	1.189527886	-1.388208705	others	kegg_acute_myeloid_leukemia
kegg_adherens_junction	-1.322438426	-5.950352935	others	kegg_adherens_junction
kegg_adipocytokine_signaling_pathway	-0.77840837	-2.054419327	others	kegg_adipocytokine_signaling_pathway
kegg_alanine_aspartate_and_glutamate_metabolism	0.872472867	2.258685541	others	kegg_alanine_aspartate_and_glutamate_metabolism
kegg_aldosterone_regulated_sodium_reabsorption	-1.139966353	-2.654149273	others	kegg_aldosterone_regulated_sodium_reabsorption
kegg_allograft_rejection	3.420690818	4.735412552	others	kegg_allograft_rejection
kegg_alpha_linolenic_acid_metabolism	2.694162147	1.73948571	others	kegg_alpha_linolenic_acid_metabolism
kegg_alzheimers_disease	0.276139107	2.025454437	others	kegg_alzheimers_disease
kegg_amino_sugar_and_nucleotide_sugar_metabolism	1.745322047	3.686562744	others	kegg_amino_sugar_and_nucleotide_sugar_metabolism
kegg_aminoacyl_trna_biosynthesis	2.049309302	3.361459815	others	kegg_aminoacyl_trna_biosynthesis
kegg_amyotrophic_lateral_sclerosis_als	3.108784955	1.188593152	others	kegg_amyotrophic_lateral_sclerosis_als
kegg_antigen_processing_and_presentation	4.075026138	5.09874308	others	kegg_antigen_processing_and_presentation
kegg_apoptosis	0.67247484	2.497378711	others	kegg_apoptosis
kegg_arachidonic_acid_metabolism	-1.014169502	1.552695428	others	kegg_arachidonic_acid_metabolism
kegg_arginine_and_proline_metabolism	-0.892528444	-0.589873997	others	kegg_arginine_and_proline_metabolism
kegg_arrhythmogenic_right_ventricular_cardiomyopathy_arvc	-3.046776309	-5.95742017	others	kegg_arrhythmogenic_right_ventricular_cardiomyopathy_arvc
kegg_ascorbate_and_aldarate_metabolism	-0.188636765	0.652972796	others	kegg_ascorbate_and_aldarate_metabolism
kegg_asthma	3.638627033	3.41297986	others	kegg_asthma
kegg_autoimmune_thyroid_disease	3.420690818	4.912678505	others	kegg_autoimmune_thyroid_disease
kegg_axon_guidance	-1.35114534	-5.406257145	others	kegg_axon_guidance
kegg_b_cell_receptor_signaling_pathway	2.622948374	2.053640309	others	kegg_b_cell_receptor_signaling_pathway
kegg_basal_cell_carcinoma	0.129169643	-4.93259366	others	kegg_basal_cell_carcinoma
kegg_basal_transcription_factors	1.92431588	1.603072161	others	kegg_basal_transcription_factors
kegg_base_excision_repair	2.597550052	3.279500259	others	kegg_base_excision_repair
kegg_beta_alanine_metabolism	-1.689770148	0.268766024	others	kegg_beta_alanine_metabolism
kegg_biosynthesis_of_unsaturated_fatty_acids	1.010981678	0.72679903	others	kegg_biosynthesis_of_unsaturated_fatty_acids
kegg_bladder_cancer	-1.589539303	-3.104954015	others	kegg_bladder_cancer
kegg_butanoate_metabolism	0.13541255	0.891556157	others	kegg_butanoate_metabolism
kegg_calcium_signaling_pathway	-2.720212466	-5.264230055	others	kegg_calcium_signaling_pathway
kegg_cardiac_muscle_contraction	0.499695161	-2.397424111	others	kegg_cardiac_muscle_contraction
kegg_cell_adhesion_molecules_cams	1.815909741	1.825759714	others	kegg_cell_adhesion_molecules_cams
kegg_cell_cycle	-0.663448013	2.545185776	others	kegg_cell_cycle
kegg_chemokine_signaling_pathway	0.328639129	1.790803686	others	kegg_chemokine_signaling_pathway
kegg_chronic_myeloid_leukemia	-0.095472489	-2.508867301	others	kegg_chronic_myeloid_leukemia
kegg_circadian_rhythm_mammal	0.65617827	-4.289737368	others	kegg_circadian_rhythm_mammal
kegg_citrate_cycle_tca_cycle	0.370236748	0.745092438	others	kegg_citrate_cycle_tca_cycle
kegg_colorectal_cancer	-1.117858946	-2.926396149	others	kegg_colorectal_cancer
kegg_complement_and_coagulation_cascades	-2.162241275	0.624184629	others	kegg_complement_and_coagulation_cascades
kegg_cysteine_and_methionine_metabolism	0.108206297	2.927454865	others	kegg_cysteine_and_methionine_metabolism
kegg_cytokine_cytokine_receptor_interaction	-0.982580496	2.548084271	others	kegg_cytokine_cytokine_receptor_interaction
kegg_cytosolic_dna_sensing_pathway	2.555945647	7.144080158	others	kegg_cytosolic_dna_sensing_pathway
kegg_dilated_cardiomyopathy	-3.758996672	-6.224969239	others	kegg_dilated_cardiomyopathy
kegg_dna_replication	1.870823643	3.10936209	others	kegg_dna_replication
kegg_dorso_ventral_axis_formation	-0.062352028	-3.491020732	others	kegg_dorso_ventral_axis_formation
kegg_drug_metabolism_cytochrome_p450	-1.108970462	0.856857262	others	kegg_drug_metabolism_cytochrome_p450
kegg_drug_metabolism_other_enzymes	0.948863166	3.126481351	others	kegg_drug_metabolism_other_enzymes
kegg_ecm_receptor_interaction	-4.32817818	-5.527513424	others	kegg_ecm_receptor_interaction
kegg_endocytosis	1.452970543	-1.624166857	others	kegg_endocytosis
kegg_endometrial_cancer	-0.621296678	-3.706951074	others	kegg_endometrial_cancer
kegg_epithelial_cell_signaling_in_helicobacter_pylori_infection	0.427726232	0.402085912	others	kegg_epithelial_cell_signaling_in_helicobacter_pylori_infection
kegg_erbb_signaling_pathway	-0.06588573	-2.392667349	others	kegg_erbb_signaling_pathway
kegg_ether_lipid_metabolism	-0.194800782	3.345247154	others	kegg_ether_lipid_metabolism
kegg_fatty_acid_metabolism	0.340863657	0.238279103	others	kegg_fatty_acid_metabolism
kegg_fc_epsilon_ri_signaling_pathway	2.155934692	1.053269679	others	kegg_fc_epsilon_ri_signaling_pathway
kegg_fc_gamma_r_mediated_phagocytosis	1.619028542	1.100770732	others	kegg_fc_gamma_r_mediated_phagocytosis
kegg_focal_adhesion	-4.736711852	-5.504607747	others	kegg_focal_adhesion
kegg_folate_biosynthesis	0.681200387	0.629564239	others	kegg_folate_biosynthesis
kegg_fructose_and_mannose_metabolism	0.388785126	2.889835588	others	kegg_fructose_and_mannose_metabolism
kegg_galactose_metabolism	0.695911815	3.140123223	others	kegg_galactose_metabolism
kegg_gap_junction	-4.882023133	-6.48947161	others	kegg_gap_junction
kegg_glioma	-1.133942645	-2.51770579	others	kegg_glioma
kegg_glutathione_metabolism	-0.991917842	1.688735027	others	kegg_glutathione_metabolism
kegg_glycerolipid_metabolism	-0.932503496	-1.873390793	others	kegg_glycerolipid_metabolism
kegg_glycerophospholipid_metabolism	2.351661196	0.326592898	others	kegg_glycerophospholipid_metabolism
kegg_glycine_serine_and_threonine_metabolism	-0.492337477	1.356637351	others	kegg_glycine_serine_and_threonine_metabolism
kegg_glycolysis_gluconeogenesis	-2.148395942	0.46500279	others	kegg_glycolysis_gluconeogenesis
kegg_glycosaminoglycan_biosynthesis_chondroitin_sulfate	2.88909123	-1.602862296	others	kegg_glycosaminoglycan_biosynthesis_chondroitin_sulfate
kegg_glycosaminoglycan_biosynthesis_heparan_sulfate	2.994494154	-4.261930721	others	kegg_glycosaminoglycan_biosynthesis_heparan_sulfate
kegg_glycosaminoglycan_biosynthesis_keratan_sulfate	0.703942978	-2.658947326	others	kegg_glycosaminoglycan_biosynthesis_keratan_sulfate
kegg_glycosaminoglycan_degradation	1.397050036	0.071303778	others	kegg_glycosaminoglycan_degradation
kegg_glycosphingolipid_biosynthesis_ganglio_series	2.29467488	-1.255754893	others	kegg_glycosphingolipid_biosynthesis_ganglio_series
kegg_glycosphingolipid_biosynthesis_globo_series	0.146487843	-0.565776619	others	kegg_glycosphingolipid_biosynthesis_globo_series
kegg_glycosphingolipid_biosynthesis_lacto_and_neolacto_series	0.112173584	0.001705571	others	kegg_glycosphingolipid_biosynthesis_lacto_and_neolacto_series
kegg_glycosylphosphatidylinositol_gpi_anchor_biosynthesis	2.564499032	0.158573704	others	kegg_glycosylphosphatidylinositol_gpi_anchor_biosynthesis
kegg_glyoxylate_and_dicarboxylate_metabolism	0.455519287	1.693771805	others	kegg_glyoxylate_and_dicarboxylate_metabolism
kegg_gnrh_signaling_pathway	-3.382141384	-4.129125263	others	kegg_gnrh_signaling_pathway
kegg_graft_versus_host_disease	3.446607317	4.888840531	others	kegg_graft_versus_host_disease
kegg_hedgehog_signaling_pathway	-0.947048643	-4.512242798	others	kegg_hedgehog_signaling_pathway
kegg_hematopoietic_cell_lineage	-0.84899795	2.864056927	others	kegg_hematopoietic_cell_lineage
kegg_histidine_metabolism	-0.417134656	1.137401718	others	kegg_histidine_metabolism
kegg_homologous_recombination	2.680769172	4.570106767	others	kegg_homologous_recombination
kegg_huntingtons_disease	0.561101088	1.634666669	others	kegg_huntingtons_disease
kegg_hypertrophic_cardiomyopathy_hcm	-3.366204328	-6.041716929	others	kegg_hypertrophic_cardiomyopathy_hcm
kegg_inositol_phosphate_metabolism	-2.455850523	-2.412444115	others	kegg_inositol_phosphate_metabolism
kegg_insulin_signaling_pathway	-0.720825184	-2.482614984	others	kegg_insulin_signaling_pathway
kegg_intestinal_immune_network_for_iga_production	2.584684064	4.697482592	others	kegg_intestinal_immune_network_for_iga_production
kegg_jak_stat_signaling_pathway	0.186886567	1.913307557	others	kegg_jak_stat_signaling_pathway
kegg_leishmania_infection	3.205725018	3.277393494	others	kegg_leishmania_infection
kegg_leukocyte_transendothelial_migration	-0.800060719	-1.347490812	others	kegg_leukocyte_transendothelial_migration
kegg_limonene_and_pinene_degradation	-0.80783078	0.704180568	others	kegg_limonene_and_pinene_degradation
kegg_linoleic_acid_metabolism	2.843125312	5.228319931	others	kegg_linoleic_acid_metabolism
kegg_long_term_depression	-5.163020399	-2.953143899	others	kegg_long_term_depression
kegg_long_term_potentiation	-3.600592459	-1.861444338	others	kegg_long_term_potentiation
kegg_lysine_degradation	-0.194703568	0.248108997	others	kegg_lysine_degradation
kegg_lysosome	2.746482074	3.16417159	others	kegg_lysosome
kegg_mapk_signaling_pathway	-0.427856403	-4.239905972	others	kegg_mapk_signaling_pathway
kegg_maturity_onset_diabetes_of_the_young	-0.823708465	-0.29230651	others	kegg_maturity_onset_diabetes_of_the_young
kegg_melanogenesis	-3.235286391	-5.707752804	others	kegg_melanogenesis
kegg_melanoma	-0.799320724	-4.76113443	others	kegg_melanoma
kegg_metabolism_of_xenobiotics_by_cytochrome_p450	-1.040654023	0.660879899	others	kegg_metabolism_of_xenobiotics_by_cytochrome_p450
kegg_mismatch_repair	1.511821143	3.249449295	others	kegg_mismatch_repair
kegg_mtor_signaling_pathway	0.565330548	-1.905746467	others	kegg_mtor_signaling_pathway
kegg_n_glycan_biosynthesis	2.743717188	1.688656205	others	kegg_n_glycan_biosynthesis
kegg_natural_killer_cell_mediated_cytotoxicity	3.579579412	4.217313461	others	kegg_natural_killer_cell_mediated_cytotoxicity
kegg_neuroactive_ligand_receptor_interaction	-0.064304595	-6.079729952	others	kegg_neuroactive_ligand_receptor_interaction
kegg_neurotrophin_signaling_pathway	-0.248025048	-3.097464377	others	kegg_neurotrophin_signaling_pathway
